"ServiceKey","ModuleKey","ModuleNameAr","ServiceNameAr","OriginalHref","OriginalUrl","OriginalFields","OriginalActions","OriginalStates","OriginalValidations","OriginalTables","OriginalFilters","OriginalExports","OriginalPermissions","LocalRoute","LocalApi","LocalEntity","Migration","LocalService","CatalogStatus","ParityStatus","EvidenceSource","EvidenceCapturedAt","TestCoverage","AcceptanceChecklist"
"electronic-office.demands_status_approved","electronic-office","المكتب الإلكتروني","سجل الطلبات المعتمدة","demands_status_approved.php","https://www.sarh.org.sa/rafed/demands_status_approved.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.demands_status_approved","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.demands_status_rejected","electronic-office","المكتب الإلكتروني","سجل الطلبات المرفوضة نهائيا","demands_status_rejected.php","https://www.sarh.org.sa/rafed/demands_status_rejected.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.demands_status_rejected","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.demands_status_completed","electronic-office","المكتب الإلكتروني","سجل الطلبات المكتملة","demands_status_completed.php","https://www.sarh.org.sa/rafed/demands_status_completed.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.demands_status_completed","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.demands_status_canceled","electronic-office","المكتب الإلكتروني","سجل الطلبات الملغاة","demands_status_canceled.php","https://www.sarh.org.sa/rafed/demands_status_canceled.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.demands_status_canceled","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.personnel_purchase","electronic-office","المكتب الإلكتروني","تقديم طلب شراء","personnel_purchase.php","https://www.sarh.org.sa/rafed/personnel_purchase.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.personnel_purchase","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.personnel_car","electronic-office","المكتب الإلكتروني","طلب توفير سيارة","personnel_car.php","https://www.sarh.org.sa/rafed/personnel_car.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.personnel_car","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.operations_request","electronic-office","المكتب الإلكتروني","طلب معاملة داخلية","operations_request.php","https://www.sarh.org.sa/rafed/operations_request.php","search_input [text]; token [hidden]; type; title [text]; description; attachments [hidden]; attachments [file]; سجلات الصفحة; عمليات [text]","form post https://www.sarh.org.sa/rafed/operations_request.php; button: المهام; button: التنبيهات; button: المشرف الاداري العام مشرف اداري; button: تسجيل الخروج; button: إضافة مرفقات; button: غلق; button: منقي; button: تصدير; button: عمليات","Not captured","Not captured","2 table(s) observed","Not captured","Not captured","Not captured","/rafed/electronic-office.operations_request","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-sample-pages.json: captured structural metadata","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.operations_cancel","electronic-office","المكتب الإلكتروني","إلغاء طلب معاملة","operations_cancel.php","https://www.sarh.org.sa/rafed/operations_cancel.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.operations_cancel","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.operations_step_required","electronic-office","المكتب الإلكتروني","معاملات بحاجة للمتابعة","operations_step_required.php","https://www.sarh.org.sa/rafed/operations_step_required.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.operations_step_required","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.operations_task_complete","electronic-office","المكتب الإلكتروني","إنجاز مهمة منتهية","operations_task_complete.php","https://www.sarh.org.sa/rafed/operations_task_complete.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.operations_task_complete","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.operations_step_rejected","electronic-office","المكتب الإلكتروني","متابعات مرفوضة مع ملاحظة","operations_step_rejected.php","https://www.sarh.org.sa/rafed/operations_step_rejected.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.operations_step_rejected","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.operations_step_managed","electronic-office","المكتب الإلكتروني","معاملات قمت بمتابعتها","operations_step_managed.php","https://www.sarh.org.sa/rafed/operations_step_managed.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.operations_step_managed","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.operations_status_pending","electronic-office","المكتب الإلكتروني","سجل المعاملات الجارية","operations_status_pending.php","https://www.sarh.org.sa/rafed/operations_status_pending.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.operations_status_pending","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.operations_status_rejected","electronic-office","المكتب الإلكتروني","سجل المعاملات المرفوضة","operations_status_rejected.php","https://www.sarh.org.sa/rafed/operations_status_rejected.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.operations_status_rejected","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.operations_status_canceled","electronic-office","المكتب الإلكتروني","سجل المعاملات الملغاة","operations_status_canceled.php","https://www.sarh.org.sa/rafed/operations_status_canceled.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.operations_status_canceled","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"electronic-office.operations_status_completed","electronic-office","المكتب الإلكتروني","سجل المعاملات المكتملة","operations_status_completed.php","https://www.sarh.org.sa/rafed/operations_status_completed.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/electronic-office.operations_status_completed","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
